state,abbreviation,area (sq. mi),state/region,ages,year,population
United States of America,USA,3790399.0,USA,under18,1992,66509177
United States of America,USA,3790399.0,USA,total,1992,256514231
United States of America,USA,3790399.0,USA,total,1993,259918595
United States of America,USA,3790399.0,USA,under18,1993,67594938
United States of America,USA,3790399.0,USA,under18,1994,68640936
United States of America,USA,3790399.0,USA,total,1994,263125826
United States of America,USA,3790399.0,USA,under18,1995,69473140
United States of America,USA,3790399.0,USA,under18,1996,70233512
United States of America,USA,3790399.0,USA,total,1995,266278403
United States of America,USA,3790399.0,USA,total,1996,269394291
United States of America,USA,3790399.0,USA,total,1997,272646932
United States of America,USA,3790399.0,USA,under18,1997,70920738
United States of America,USA,3790399.0,USA,under18,1998,71431406
United States of America,USA,3790399.0,USA,total,1998,275854116
United States of America,USA,3790399.0,USA,under18,1999,71946051
United States of America,USA,3790399.0,USA,total,2000,282162411
United States of America,USA,3790399.0,USA,under18,2000,72376189
United States of America,USA,3790399.0,USA,total,1999,279040181
United States of America,USA,3790399.0,USA,total,2001,284968955
United States of America,USA,3790399.0,USA,under18,2001,72671175
United States of America,USA,3790399.0,USA,total,2002,287625193
United States of America,USA,3790399.0,USA,under18,2002,72936457
United States of America,USA,3790399.0,USA,total,2003,290107933
United States of America,USA,3790399.0,USA,under18,2003,73100758
United States of America,USA,3790399.0,USA,total,2004,292805298
United States of America,USA,3790399.0,USA,under18,2004,73297735
United States of America,USA,3790399.0,USA,total,2005,295516599
United States of America,USA,3790399.0,USA,under18,2005,73523669
United States of America,USA,3790399.0,USA,total,2006,298379912
United States of America,USA,3790399.0,USA,under18,2006,73757714
United States of America,USA,3790399.0,USA,total,2007,301231207
United States of America,USA,3790399.0,USA,under18,2007,74019405
United States of America,USA,3790399.0,USA,total,2008,304093966
United States of America,USA,3790399.0,USA,under18,2008,74104602
United States of America,USA,3790399.0,USA,under18,2013,73585872
United States of America,USA,3790399.0,USA,total,2013,316128839
United States of America,USA,3790399.0,USA,total,2009,306771529
United States of America,USA,3790399.0,USA,under18,2009,74134167
United States of America,USA,3790399.0,USA,under18,2010,74119556
United States of America,USA,3790399.0,USA,total,2010,309326295
United States of America,USA,3790399.0,USA,under18,2011,73902222
United States of America,USA,3790399.0,USA,total,2011,311582564
United States of America,USA,3790399.0,USA,under18,2012,73708179
United States of America,USA,3790399.0,USA,total,2012,313873685
