state,abbreviation,area (sq. mi),state/region,ages,year,population
Hawaii,HI,10932.0,HI,under18,2001,294133
Hawaii,HI,10932.0,HI,total,2004,1273569
Hawaii,HI,10932.0,HI,under18,2004,298103
Hawaii,HI,10932.0,HI,total,2003,1251154
Hawaii,HI,10932.0,HI,under18,2003,294519
Hawaii,HI,10932.0,HI,total,2006,1309731
Hawaii,HI,10932.0,HI,under18,2006,299313
Hawaii,HI,10932.0,HI,total,2005,1292729
Hawaii,HI,10932.0,HI,under18,2005,298497
Hawaii,HI,10932.0,HI,total,2008,1332213
Hawaii,HI,10932.0,HI,under18,2008,301094
Hawaii,HI,10932.0,HI,total,2007,1315675
Hawaii,HI,10932.0,HI,under18,2007,300207
Hawaii,HI,10932.0,HI,under18,2013,307266
Hawaii,HI,10932.0,HI,total,2009,1346717
Hawaii,HI,10932.0,HI,under18,2009,302796
Hawaii,HI,10932.0,HI,total,2013,1404054
Hawaii,HI,10932.0,HI,total,2010,1363731
Hawaii,HI,10932.0,HI,under18,2010,303812
Hawaii,HI,10932.0,HI,total,2011,1376897
Hawaii,HI,10932.0,HI,under18,2011,305396
Hawaii,HI,10932.0,HI,under18,2012,305981
Hawaii,HI,10932.0,HI,total,2012,1390090
Idaho,ID,83574.0,ID,total,2012,1595590
Idaho,ID,83574.0,ID,under18,2012,427177
Idaho,ID,83574.0,ID,under18,2011,428535
Idaho,ID,83574.0,ID,total,2011,1583930
Idaho,ID,83574.0,ID,under18,2010,428961
Idaho,ID,83574.0,ID,total,2010,1570718
Idaho,ID,83574.0,ID,total,2013,1612136
Idaho,ID,83574.0,ID,total,2009,1554439
Idaho,ID,83574.0,ID,under18,2009,426076
Idaho,ID,83574.0,ID,under18,2013,427781
Idaho,ID,83574.0,ID,total,2007,1505105
Idaho,ID,83574.0,ID,under18,2007,415024
Idaho,ID,83574.0,ID,total,2008,1534320
Idaho,ID,83574.0,ID,under18,2008,422347
Idaho,ID,83574.0,ID,total,2005,1428241
Idaho,ID,83574.0,ID,under18,2005,394651
Idaho,ID,83574.0,ID,total,2006,1468669
Idaho,ID,83574.0,ID,under18,2006,404753
Idaho,ID,83574.0,ID,total,2003,1363380
Idaho,ID,83574.0,ID,under18,2003,379241
Idaho,ID,83574.0,ID,total,2004,1391802
Idaho,ID,83574.0,ID,under18,2004,384692
Idaho,ID,83574.0,ID,total,2001,1319962
Idaho,ID,83574.0,ID,under18,2001,373145
Idaho,ID,83574.0,ID,total,2002,1340372
Idaho,ID,83574.0,ID,under18,2002,375986
Idaho,ID,83574.0,ID,total,1999,1275674
Idaho,ID,83574.0,ID,under18,1999,366689
Idaho,ID,83574.0,ID,total,2000,1299430
Idaho,ID,83574.0,ID,under18,2000,370430
Idaho,ID,83574.0,ID,total,1997,1228520
Idaho,ID,83574.0,ID,under18,1997,357779
Idaho,ID,83574.0,ID,under18,1998,362189
Idaho,ID,83574.0,ID,total,1998,1252330
Idaho,ID,83574.0,ID,under18,1996,353824
Idaho,ID,83574.0,ID,total,1996,1203083
Idaho,ID,83574.0,ID,total,1995,1177322
Idaho,ID,83574.0,ID,under18,1995,349248
Idaho,ID,83574.0,ID,under18,1992,324972
Idaho,ID,83574.0,ID,total,1992,1071685
Idaho,ID,83574.0,ID,total,1993,1108768
Idaho,ID,83574.0,ID,under18,1993,333838
Idaho,ID,83574.0,ID,under18,1994,344242
Idaho,ID,83574.0,ID,total,1994,1145140
Idaho,ID,83574.0,ID,total,1991,1041316
Idaho,ID,83574.0,ID,under18,1991,316732
Idaho,ID,83574.0,ID,under18,1990,313373
Idaho,ID,83574.0,ID,total,1990,1012384
Illinois,IL,57918.0,IL,under18,1990,2940837
Illinois,IL,57918.0,IL,total,1990,11453316
Illinois,IL,57918.0,IL,total,1991,11568964
Illinois,IL,57918.0,IL,under18,1991,2988715
Illinois,IL,57918.0,IL,under18,1994,3110938
Illinois,IL,57918.0,IL,total,1994,11912585
Illinois,IL,57918.0,IL,total,1993,11809579
Illinois,IL,57918.0,IL,under18,1993,3066541
Illinois,IL,57918.0,IL,under18,1992,3033427
Illinois,IL,57918.0,IL,total,1992,11694184
Illinois,IL,57918.0,IL,total,1995,12008437
Illinois,IL,57918.0,IL,under18,1995,3152984
Illinois,IL,57918.0,IL,under18,1996,3192916
Illinois,IL,57918.0,IL,total,1996,12101997
Illinois,IL,57918.0,IL,under18,1998,3225252
Illinois,IL,57918.0,IL,total,1998,12271847
Illinois,IL,57918.0,IL,total,1997,12185715
Illinois,IL,57918.0,IL,under18,1997,3222114
Illinois,IL,57918.0,IL,total,2000,12434161
Illinois,IL,57918.0,IL,under18,2000,3244944
Illinois,IL,57918.0,IL,total,1999,12359020
Illinois,IL,57918.0,IL,under18,1999,3240034
Illinois,IL,57918.0,IL,total,2002,12525556
Illinois,IL,57918.0,IL,under18,2002,3238362
Illinois,IL,57918.0,IL,total,2001,12488445
Illinois,IL,57918.0,IL,under18,2001,3243617
Illinois,IL,57918.0,IL,total,2004,12589773
Illinois,IL,57918.0,IL,under18,2004,3211599
Illinois,IL,57918.0,IL,total,2003,12556006
Illinois,IL,57918.0,IL,under18,2003,3225547
Illinois,IL,57918.0,IL,total,2006,12643955
Illinois,IL,57918.0,IL,under18,2006,3181246
Illinois,IL,57918.0,IL,total,2005,12609903
Illinois,IL,57918.0,IL,under18,2005,3197318
Illinois,IL,57918.0,IL,total,2008,12747038
Illinois,IL,57918.0,IL,under18,2008,3153401
Illinois,IL,57918.0,IL,total,2007,12695866
Illinois,IL,57918.0,IL,under18,2007,3170134
Illinois,IL,57918.0,IL,under18,2013,3023307
Illinois,IL,57918.0,IL,total,2009,12796778
Illinois,IL,57918.0,IL,under18,2009,3138406
Illinois,IL,57918.0,IL,total,2013,12882135
Illinois,IL,57918.0,IL,total,2010,12839695
Illinois,IL,57918.0,IL,under18,2010,3122092
Illinois,IL,57918.0,IL,total,2011,12855970
Illinois,IL,57918.0,IL,under18,2011,3089833
Illinois,IL,57918.0,IL,under18,2012,3057042
Illinois,IL,57918.0,IL,total,2012,12868192
Indiana,IN,36420.0,IN,total,2012,6537782
Indiana,IN,36420.0,IN,under18,2012,1589655
Indiana,IN,36420.0,IN,under18,2011,1598091
Indiana,IN,36420.0,IN,total,2011,6516336
Indiana,IN,36420.0,IN,under18,2010,1605883
Indiana,IN,36420.0,IN,total,2010,6489965
Indiana,IN,36420.0,IN,total,2013,6570902
Indiana,IN,36420.0,IN,total,2009,6459325
Indiana,IN,36420.0,IN,under18,2009,1609704
Indiana,IN,36420.0,IN,under18,2013,1586027
Indiana,IN,36420.0,IN,total,2007,6379599
Indiana,IN,36420.0,IN,under18,2007,1609494
Indiana,IN,36420.0,IN,total,2008,6424806
Indiana,IN,36420.0,IN,under18,2008,1611494
Indiana,IN,36420.0,IN,total,2005,6278616
Indiana,IN,36420.0,IN,under18,2005,1593898
Indiana,IN,36420.0,IN,total,2006,6332669
Indiana,IN,36420.0,IN,under18,2006,1603107
Indiana,IN,36420.0,IN,total,2003,6196638
Indiana,IN,36420.0,IN,under18,2003,1582560
Indiana,IN,36420.0,IN,total,2004,6233007
Indiana,IN,36420.0,IN,under18,2004,1586281
Indiana,IN,36420.0,IN,total,2001,6127760
Indiana,IN,36420.0,IN,under18,2001,1579527
Indiana,IN,36420.0,IN,total,2002,6155967
Indiana,IN,36420.0,IN,under18,2002,1580814
Indiana,IN,36420.0,IN,total,1999,6044970
Indiana,IN,36420.0,IN,under18,1999,1566079
Indiana,IN,36420.0,IN,total,2000,6091866
Indiana,IN,36420.0,IN,under18,2000,1574989
Indiana,IN,36420.0,IN,total,1997,5955267
Indiana,IN,36420.0,IN,under18,1997,1539270
Indiana,IN,36420.0,IN,under18,1998,1551960
Indiana,IN,36420.0,IN,total,1998,5998881
Indiana,IN,36420.0,IN,under18,1996,1517961
Indiana,IN,36420.0,IN,total,1996,5906013
Indiana,IN,36420.0,IN,total,1995,5851459
Indiana,IN,36420.0,IN,under18,1995,1507916
Indiana,IN,36420.0,IN,under18,1992,1461650
Indiana,IN,36420.0,IN,total,1992,5674547
Indiana,IN,36420.0,IN,total,1993,5739019
Indiana,IN,36420.0,IN,under18,1993,1473007
Indiana,IN,36420.0,IN,under18,1994,1491802
Indiana,IN,36420.0,IN,total,1994,5793526
Indiana,IN,36420.0,IN,total,1991,5616388
Indiana,IN,36420.0,IN,under18,1991,1450759
Indiana,IN,36420.0,IN,under18,1990,1437209
Indiana,IN,36420.0,IN,total,1990,5557798
Iowa,IA,56276.0,IA,under18,1990,719366
Iowa,IA,56276.0,IA,total,1990,2781018
Iowa,IA,56276.0,IA,total,1991,2797613
Iowa,IA,56276.0,IA,under18,1991,724446
Iowa,IA,56276.0,IA,under18,1994,728397
Iowa,IA,56276.0,IA,total,1994,2850746
Iowa,IA,56276.0,IA,total,1993,2836972
Iowa,IA,56276.0,IA,under18,1993,727751
Iowa,IA,56276.0,IA,under18,1992,724798
Iowa,IA,56276.0,IA,total,1992,2818401
Iowa,IA,56276.0,IA,total,1995,2867373
Iowa,IA,56276.0,IA,under18,1995,726961
Iowa,IA,56276.0,IA,under18,1996,729177
Iowa,IA,56276.0,IA,total,1996,2880001
Iowa,IA,56276.0,IA,under18,1998,729943
Iowa,IA,56276.0,IA,total,1998,2902872
Iowa,IA,56276.0,IA,total,1997,2891119
Iowa,IA,56276.0,IA,under18,1997,729806
Iowa,IA,56276.0,IA,total,2000,2929067
Iowa,IA,56276.0,IA,under18,2000,733337
Iowa,IA,56276.0,IA,total,1999,2917634
Iowa,IA,56276.0,IA,under18,1999,732671
Iowa,IA,56276.0,IA,total,2002,2934234
Iowa,IA,56276.0,IA,under18,2002,723685
Iowa,IA,56276.0,IA,total,2001,2931997
Iowa,IA,56276.0,IA,under18,2001,728601
Iowa,IA,56276.0,IA,total,2004,2953635
Iowa,IA,56276.0,IA,under18,2004,718708
Iowa,IA,56276.0,IA,total,2003,2941999
Iowa,IA,56276.0,IA,under18,2003,720102
Iowa,IA,56276.0,IA,total,2006,2982644
Iowa,IA,56276.0,IA,under18,2006,721703
Iowa,IA,56276.0,IA,total,2005,2964454
Iowa,IA,56276.0,IA,under18,2005,718488
Iowa,IA,56276.0,IA,total,2008,3016734
Iowa,IA,56276.0,IA,under18,2008,725658
Iowa,IA,56276.0,IA,total,2007,2999212
Iowa,IA,56276.0,IA,under18,2007,723632
Iowa,IA,56276.0,IA,under18,2013,724032
Iowa,IA,56276.0,IA,total,2009,3032870
Iowa,IA,56276.0,IA,under18,2009,726969
Iowa,IA,56276.0,IA,total,2013,3090416
Iowa,IA,56276.0,IA,total,2010,3050314
Iowa,IA,56276.0,IA,under18,2010,727717
Iowa,IA,56276.0,IA,total,2011,3064102
Iowa,IA,56276.0,IA,under18,2011,725522
Iowa,IA,56276.0,IA,under18,2012,723917
Iowa,IA,56276.0,IA,total,2012,3075039
Kansas,KS,82282.0,KS,total,2012,2885398
Kansas,KS,82282.0,KS,under18,2012,726668
Kansas,KS,82282.0,KS,under18,2011,726787
Kansas,KS,82282.0,KS,total,2011,2869548
Kansas,KS,82282.0,KS,under18,2010,727729
Kansas,KS,82282.0,KS,total,2010,2858910
Kansas,KS,82282.0,KS,total,2013,2893957
Kansas,KS,82282.0,KS,total,2009,2832704
Kansas,KS,82282.0,KS,under18,2009,721841
Kansas,KS,82282.0,KS,under18,2013,724092
Kansas,KS,82282.0,KS,total,2007,2783785
Kansas,KS,82282.0,KS,under18,2007,711005
Kansas,KS,82282.0,KS,total,2008,2808076
Kansas,KS,82282.0,KS,under18,2008,714689
Kansas,KS,82282.0,KS,total,2005,2745299
Kansas,KS,82282.0,KS,under18,2005,704689
Kansas,KS,82282.0,KS,total,2006,2762931
Kansas,KS,82282.0,KS,under18,2006,705277
Kansas,KS,82282.0,KS,total,2003,2723004
Kansas,KS,82282.0,KS,under18,2003,707847
Kansas,KS,82282.0,KS,total,2004,2734373
Kansas,KS,82282.0,KS,under18,2004,705456
Kansas,KS,82282.0,KS,total,2001,2702162
Kansas,KS,82282.0,KS,under18,2001,710923
Kansas,KS,82282.0,KS,total,2002,2713535
Kansas,KS,82282.0,KS,under18,2002,709416
Kansas,KS,82282.0,KS,total,1999,2678338
Kansas,KS,82282.0,KS,under18,1999,713022
Kansas,KS,82282.0,KS,total,2000,2693681
Kansas,KS,82282.0,KS,under18,2000,713887
Kansas,KS,82282.0,KS,total,1997,2635292
Kansas,KS,82282.0,KS,under18,1997,704001
Kansas,KS,82282.0,KS,under18,1998,710402
Kansas,KS,82282.0,KS,total,1998,2660598
Kansas,KS,82282.0,KS,under18,1996,696298
Kansas,KS,82282.0,KS,total,1996,2614554
Kansas,KS,82282.0,KS,total,1995,2601008
Kansas,KS,82282.0,KS,under18,1995,694124
Kansas,KS,82282.0,KS,under18,1992,680871
Kansas,KS,82282.0,KS,total,1992,2532395
Kansas,KS,82282.0,KS,total,1993,2556547
Kansas,KS,82282.0,KS,under18,1993,687262
Kansas,KS,82282.0,KS,under18,1994,693673
Kansas,KS,82282.0,KS,total,1994,2580513
Kansas,KS,82282.0,KS,total,1991,2498722
Kansas,KS,82282.0,KS,under18,1991,672033
Kansas,KS,82282.0,KS,under18,1990,662641
Kansas,KS,82282.0,KS,total,1990,2481349
Kentucky,KY,40411.0,KY,under18,1990,945951
Kentucky,KY,40411.0,KY,total,1990,3694048
Kentucky,KY,40411.0,KY,total,1991,3722328
Kentucky,KY,40411.0,KY,under18,1991,951512
Kentucky,KY,40411.0,KY,under18,1994,981439
Kentucky,KY,40411.0,KY,total,1994,3849088
Kentucky,KY,40411.0,KY,total,1993,3812206
Kentucky,KY,40411.0,KY,under18,1993,971134
Kentucky,KY,40411.0,KY,under18,1992,963861
Kentucky,KY,40411.0,KY,total,1992,3765469
Kentucky,KY,40411.0,KY,total,1995,3887427
Kentucky,KY,40411.0,KY,under18,1995,984486
Kentucky,KY,40411.0,KY,under18,1996,987062
Kentucky,KY,40411.0,KY,total,1996,3919536
Kentucky,KY,40411.0,KY,under18,1998,997296
Kentucky,KY,40411.0,KY,total,1998,3985391
Kentucky,KY,40411.0,KY,total,1997,3952747
Kentucky,KY,40411.0,KY,under18,1997,1002609
Kentucky,KY,40411.0,KY,total,2000,4049021
Kentucky,KY,40411.0,KY,under18,2000,994984
Kentucky,KY,40411.0,KY,total,1999,4018053
Kentucky,KY,40411.0,KY,under18,1999,996382
Kentucky,KY,40411.0,KY,total,2002,4089875
Kentucky,KY,40411.0,KY,under18,2002,995251
Kentucky,KY,40411.0,KY,total,2001,4068132
Kentucky,KY,40411.0,KY,under18,2001,994105
Kentucky,KY,40411.0,KY,total,2004,4146101
Kentucky,KY,40411.0,KY,under18,2004,998459
Kentucky,KY,40411.0,KY,total,2003,4117170
Kentucky,KY,40411.0,KY,under18,2003,998485
Kentucky,KY,40411.0,KY,total,2006,4219239
Kentucky,KY,40411.0,KY,under18,2006,1011295
Kentucky,KY,40411.0,KY,total,2005,4182742
Kentucky,KY,40411.0,KY,under18,2005,1004020
Kentucky,KY,40411.0,KY,total,2008,4289878
Kentucky,KY,40411.0,KY,under18,2008,1022001
Kentucky,KY,40411.0,KY,total,2007,4256672
Kentucky,KY,40411.0,KY,under18,2007,1016288
Kentucky,KY,40411.0,KY,under18,2013,1014004
Kentucky,KY,40411.0,KY,total,2009,4317074
Kentucky,KY,40411.0,KY,under18,2009,1021710
Kentucky,KY,40411.0,KY,total,2013,4395295
Kentucky,KY,40411.0,KY,total,2010,4347698
Kentucky,KY,40411.0,KY,under18,2010,1023679
Kentucky,KY,40411.0,KY,total,2011,4366869
Kentucky,KY,40411.0,KY,under18,2011,1021926
Kentucky,KY,40411.0,KY,under18,2012,1017350
Kentucky,KY,40411.0,KY,total,2012,4379730
Louisiana,LA,51843.0,LA,total,2012,4602134
Louisiana,LA,51843.0,LA,under18,2012,1114620
Louisiana,LA,51843.0,LA,under18,2011,1116579
Louisiana,LA,51843.0,LA,total,2011,4575197
Louisiana,LA,51843.0,LA,under18,2010,1118576
Louisiana,LA,51843.0,LA,total,2010,4545392
Louisiana,LA,51843.0,LA,total,2013,4625470
Louisiana,LA,51843.0,LA,total,2009,4491648
Louisiana,LA,51843.0,LA,under18,2009,1114228
Louisiana,LA,51843.0,LA,under18,2013,1112957
Louisiana,LA,51843.0,LA,total,2007,4375581
Louisiana,LA,51843.0,LA,under18,2007,1096642
Louisiana,LA,51843.0,LA,total,2008,4435586
Louisiana,LA,51843.0,LA,under18,2008,1108728
Louisiana,LA,51843.0,LA,total,2005,4576628
Louisiana,LA,51843.0,LA,under18,2005,1177954
Louisiana,LA,51843.0,LA,total,2006,4302665
Louisiana,LA,51843.0,LA,under18,2006,1078779
Louisiana,LA,51843.0,LA,total,2003,4521042
Louisiana,LA,51843.0,LA,under18,2003,1188070
Louisiana,LA,51843.0,LA,total,2004,4552238
Louisiana,LA,51843.0,LA,under18,2004,1182731
Louisiana,LA,51843.0,LA,total,2001,4477875
Louisiana,LA,51843.0,LA,under18,2001,1204187
Louisiana,LA,51843.0,LA,total,2002,4497267
Louisiana,LA,51843.0,LA,under18,2002,1194819
Louisiana,LA,51843.0,LA,total,2000,4471885
Louisiana,LA,51843.0,LA,under18,2000,1217670
Louisiana,LA,51843.0,LA,total,1999,4460811
Louisiana,LA,51843.0,LA,under18,1999,1227167
Louisiana,LA,51843.0,LA,total,1997,4421072
Louisiana,LA,51843.0,LA,under18,1997,1239665
Louisiana,LA,51843.0,LA,under18,1998,1232984
Louisiana,LA,51843.0,LA,total,1998,4440344
Louisiana,LA,51843.0,LA,under18,1996,1244627
Louisiana,LA,51843.0,LA,total,1996,4398877
Louisiana,LA,51843.0,LA,total,1995,4378779
Louisiana,LA,51843.0,LA,under18,1995,1250112
Louisiana,LA,51843.0,LA,under18,1992,1237034
Louisiana,LA,51843.0,LA,total,1992,4293003
Louisiana,LA,51843.0,LA,total,1993,4316428
Louisiana,LA,51843.0,LA,under18,1993,1239161
Louisiana,LA,51843.0,LA,under18,1994,1247631
Louisiana,LA,51843.0,LA,total,1994,4347481
Louisiana,LA,51843.0,LA,total,1991,4253279
Louisiana,LA,51843.0,LA,under18,1991,1222330
Louisiana,LA,51843.0,LA,under18,1990,1205984
Louisiana,LA,51843.0,LA,total,1990,4221532
Maine,ME,35387.0,ME,under18,1990,308066
Maine,ME,35387.0,ME,total,1990,1231719
Maine,ME,35387.0,ME,total,1991,1237081
Maine,ME,35387.0,ME,under18,1991,309871
Maine,ME,35387.0,ME,under18,1994,311570
Maine,ME,35387.0,ME,total,1994,1242662
Maine,ME,35387.0,ME,total,1993,1242302
Maine,ME,35387.0,ME,under18,1993,310966
Maine,ME,35387.0,ME,under18,1992,310679
Maine,ME,35387.0,ME,total,1992,1238508
Maine,ME,35387.0,ME,total,1995,1243481
Maine,ME,35387.0,ME,under18,1995,309173
Maine,ME,35387.0,ME,under18,1996,307740
Maine,ME,35387.0,ME,total,1996,1249060
Maine,ME,35387.0,ME,under18,1998,304496
Maine,ME,35387.0,ME,total,1998,1259127
Maine,ME,35387.0,ME,total,1997,1254774
Maine,ME,35387.0,ME,under18,1997,305097
Maine,ME,35387.0,ME,total,1999,1266808
Maine,ME,35387.0,ME,under18,1999,302321
Maine,ME,35387.0,ME,total,2000,1277072
Maine,ME,35387.0,ME,under18,2000,301407
Maine,ME,35387.0,ME,total,2002,1295960
Maine,ME,35387.0,ME,under18,2002,298595
Maine,ME,35387.0,ME,total,2001,1285692
Maine,ME,35387.0,ME,under18,2001,300088
Maine,ME,35387.0,ME,total,2004,1313688
Maine,ME,35387.0,ME,under18,2004,294791
Maine,ME,35387.0,ME,total,2003,1306513
Maine,ME,35387.0,ME,under18,2003,296786
Maine,ME,35387.0,ME,total,2006,1323619
Maine,ME,35387.0,ME,under18,2006,288945
Maine,ME,35387.0,ME,total,2005,1318787
Maine,ME,35387.0,ME,under18,2005,292039
Maine,ME,35387.0,ME,total,2008,1330509
Maine,ME,35387.0,ME,under18,2008,282204
Maine,ME,35387.0,ME,total,2007,1327040
Maine,ME,35387.0,ME,under18,2007,286185
Maine,ME,35387.0,ME,under18,2013,261276
Maine,ME,35387.0,ME,total,2009,1329590
Maine,ME,35387.0,ME,under18,2009,277946
Maine,ME,35387.0,ME,total,2013,1328302
Maine,ME,35387.0,ME,total,2010,1327366
Maine,ME,35387.0,ME,under18,2010,273061
Maine,ME,35387.0,ME,total,2011,1327844
Maine,ME,35387.0,ME,under18,2011,268737
Maine,ME,35387.0,ME,under18,2012,264846
Maine,ME,35387.0,ME,total,2012,1328501
Montana,MT,147046.0,MT,total,2012,1005494
Montana,MT,147046.0,MT,under18,2012,222905
Montana,MT,147046.0,MT,under18,2011,222977
Montana,MT,147046.0,MT,total,2011,997600
Montana,MT,147046.0,MT,under18,2010,223292
Montana,MT,147046.0,MT,total,2010,990527
Montana,MT,147046.0,MT,total,2013,1015165
Montana,MT,147046.0,MT,total,2009,983982
Montana,MT,147046.0,MT,under18,2009,223675
Montana,MT,147046.0,MT,under18,2013,223981
Montana,MT,147046.0,MT,total,2007,964706
Montana,MT,147046.0,MT,under18,2007,223135
Montana,MT,147046.0,MT,total,2008,976415
Montana,MT,147046.0,MT,under18,2008,223814
Montana,MT,147046.0,MT,total,2005,940102
Montana,MT,147046.0,MT,under18,2005,221685
Montana,MT,147046.0,MT,total,2006,952692
Montana,MT,147046.0,MT,under18,2006,221930
Montana,MT,147046.0,MT,total,2003,919630
Montana,MT,147046.0,MT,under18,2003,223012
Montana,MT,147046.0,MT,total,2004,930009
Montana,MT,147046.0,MT,under18,2004,221999
Montana,MT,147046.0,MT,total,2002,911667
Montana,MT,147046.0,MT,under18,2002,224772
Montana,MT,147046.0,MT,total,2001,906961
Montana,MT,147046.0,MT,under18,2001,227118
Montana,MT,147046.0,MT,total,1999,897508
Montana,MT,147046.0,MT,under18,1999,231133
Montana,MT,147046.0,MT,total,2000,903773
Montana,MT,147046.0,MT,under18,2000,230067
Montana,MT,147046.0,MT,total,1997,889865
Montana,MT,147046.0,MT,under18,1997,232813
Montana,MT,147046.0,MT,under18,1998,231746
Montana,MT,147046.0,MT,total,1998,892431
Montana,MT,147046.0,MT,total,1995,876553
Montana,MT,147046.0,MT,under18,1995,236583
Montana,MT,147046.0,MT,under18,1996,235294
Montana,MT,147046.0,MT,total,1996,886254
Montana,MT,147046.0,MT,under18,1992,230868
Montana,MT,147046.0,MT,total,1992,825770
Montana,MT,147046.0,MT,total,1993,844761
Montana,MT,147046.0,MT,under18,1993,234987
Montana,MT,147046.0,MT,under18,1994,237289
Montana,MT,147046.0,MT,total,1994,861306
Montana,MT,147046.0,MT,total,1991,809680
Montana,MT,147046.0,MT,under18,1991,225259
Montana,MT,147046.0,MT,under18,1990,223677
Montana,MT,147046.0,MT,total,1990,800204
Nebraska,NE,77358.0,NE,under18,1990,430068
Nebraska,NE,77358.0,NE,total,1990,1581660
Nebraska,NE,77358.0,NE,total,1991,1595919
Nebraska,NE,77358.0,NE,under18,1991,434525
Nebraska,NE,77358.0,NE,under18,1994,442589
Nebraska,NE,77358.0,NE,total,1994,1639041
Nebraska,NE,77358.0,NE,total,1993,1625590
Nebraska,NE,77358.0,NE,under18,1993,439313
Nebraska,NE,77358.0,NE,under18,1992,436378
Nebraska,NE,77358.0,NE,total,1992,1611687
Nebraska,NE,77358.0,NE,under18,1996,446841
Nebraska,NE,77358.0,NE,total,1996,1673740
Nebraska,NE,77358.0,NE,total,1995,1656993
Nebraska,NE,77358.0,NE,under18,1995,444418
Nebraska,NE,77358.0,NE,under18,1998,451192
Nebraska,NE,77358.0,NE,total,1998,1695817
Nebraska,NE,77358.0,NE,total,1997,1686418
Nebraska,NE,77358.0,NE,under18,1997,450076
Nebraska,NE,77358.0,NE,total,1999,1704764
Nebraska,NE,77358.0,NE,under18,1999,451047
Nebraska,NE,77358.0,NE,total,2000,1713820
Nebraska,NE,77358.0,NE,under18,2000,450380
Nebraska,NE,77358.0,NE,total,2001,1719836
Nebraska,NE,77358.0,NE,under18,2001,448307
Nebraska,NE,77358.0,NE,total,2002,1728292
Nebraska,NE,77358.0,NE,under18,2002,447714
Nebraska,NE,77358.0,NE,total,2004,1749370
Nebraska,NE,77358.0,NE,under18,2004,448360
Nebraska,NE,77358.0,NE,total,2003,1738643
Nebraska,NE,77358.0,NE,under18,2003,447444
Nebraska,NE,77358.0,NE,total,2006,1772693
Nebraska,NE,77358.0,NE,under18,2006,450098
Nebraska,NE,77358.0,NE,total,2005,1761497
Nebraska,NE,77358.0,NE,under18,2005,448918
Nebraska,NE,77358.0,NE,total,2008,1796378
Nebraska,NE,77358.0,NE,under18,2008,453787
Nebraska,NE,77358.0,NE,total,2007,1783440
Nebraska,NE,77358.0,NE,under18,2007,451946
Nebraska,NE,77358.0,NE,under18,2013,464348
Nebraska,NE,77358.0,NE,total,2009,1812683
Nebraska,NE,77358.0,NE,under18,2009,456543
Nebraska,NE,77358.0,NE,total,2013,1868516
Nebraska,NE,77358.0,NE,total,2010,1829838
Nebraska,NE,77358.0,NE,under18,2010,459621
Nebraska,NE,77358.0,NE,total,2011,1841749
Nebraska,NE,77358.0,NE,under18,2011,460872
Nebraska,NE,77358.0,NE,under18,2012,462673
Nebraska,NE,77358.0,NE,total,2012,1855350
Nevada,NV,110567.0,NV,total,2012,2754354
Nevada,NV,110567.0,NV,under18,2012,659655
Nevada,NV,110567.0,NV,under18,2011,659236
Nevada,NV,110567.0,NV,total,2011,2717951
Nevada,NV,110567.0,NV,under18,2010,663180
Nevada,NV,110567.0,NV,total,2010,2703230
Nevada,NV,110567.0,NV,total,2013,2790136
Nevada,NV,110567.0,NV,total,2009,2684665
Nevada,NV,110567.0,NV,under18,2009,666041
Nevada,NV,110567.0,NV,under18,2013,661605
Nevada,NV,110567.0,NV,total,2007,2601072
Nevada,NV,110567.0,NV,under18,2007,654053
Nevada,NV,110567.0,NV,total,2008,2653630
Nevada,NV,110567.0,NV,under18,2008,662621
Nevada,NV,110567.0,NV,total,2005,2432143
Nevada,NV,110567.0,NV,under18,2005,611595
Nevada,NV,110567.0,NV,total,2006,2522658
Nevada,NV,110567.0,NV,under18,2006,634403
Nevada,NV,110567.0,NV,total,2003,2248850
Nevada,NV,110567.0,NV,under18,2003,568963
Nevada,NV,110567.0,NV,total,2004,2346222
Nevada,NV,110567.0,NV,under18,2004,591314
Nevada,NV,110567.0,NV,total,2002,2173791
Nevada,NV,110567.0,NV,under18,2002,552816
Nevada,NV,110567.0,NV,total,2001,2098399
Nevada,NV,110567.0,NV,under18,2001,534708
Nevada,NV,110567.0,NV,total,1999,1934718
Nevada,NV,110567.0,NV,under18,1999,493701
Nevada,NV,110567.0,NV,total,2000,2018741
Nevada,NV,110567.0,NV,under18,2000,516018
Nevada,NV,110567.0,NV,total,1997,1764104
Nevada,NV,110567.0,NV,under18,1997,443626
Nevada,NV,110567.0,NV,under18,1998,469424
Nevada,NV,110567.0,NV,total,1998,1853192
Nevada,NV,110567.0,NV,total,1995,1581578
Nevada,NV,110567.0,NV,under18,1995,396223
Nevada,NV,110567.0,NV,under18,1996,419133
Nevada,NV,110567.0,NV,total,1996,1666320
Nevada,NV,110567.0,NV,under18,1992,337396
Nevada,NV,110567.0,NV,total,1992,1351367
Nevada,NV,110567.0,NV,total,1993,1411215
Nevada,NV,110567.0,NV,under18,1993,354990
Nevada,NV,110567.0,NV,under18,1994,376745
Nevada,NV,110567.0,NV,total,1994,1499298
Nevada,NV,110567.0,NV,total,1991,1296172
Nevada,NV,110567.0,NV,under18,1991,325033
Nevada,NV,110567.0,NV,under18,1990,316406
Nevada,NV,110567.0,NV,total,1990,1220695
New Hampshire,NH,9351.0,NH,under18,1990,277454
New Hampshire,NH,9351.0,NH,total,1990,1112384
